,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1467,12.5%,"Alsace, Alsace, France",750 ml,White, France,8/1/2017,A lovely and light aroma of faint honeysuckle rises enticingly from the glass. The spiciness and florality of that same blossom also appear on the palate where they are joined by pear and wet earth notes. This is light and just a little fruity but with ample freshness—an easy but subtle and refreshing classic Alsace blend.,Gentil Réserve,Monsieur Touton Selection Ltd,Willm 2015 Gentil Réserve White (Alsace),$12, Alsace,89,Alsace,Anne Krebiehl MW,@AnneInVino,,Not rated yet [Add Your Review],"Alsace white blend, White Blend",2015,Willm
1468,13.5%,"Moldova, Moldova",750 ml,White, Moldova,8/1/2017,"This white blend of 50% Chardonnay, 45% Pinot Gris and 5% Pinot Blanc has aromas of pear, apple and caramelized pineapple. It is creamy in the mouth, with flavors of lemon custard and vanilla leading to a lasting finish.",Alb de Purcari Chardonnay-Pinot Gris-Pinot Blanc,Faropian,Purcari 2014 Alb de Purcari Chardonnay-Pinot Gris-Pinot Blanc White (Moldova),$35,Moldova,89,,Jeff Jenssen,@worldwineguys,,Not rated yet [Add Your Review],White Blend,2014,Purcari
1469,13%,"Collio, Northeastern Italy, Italy",750 ml,White, Italy,8/1/2017,"Made with Friulano, Chardonnay and Sauvignon, this offers aromas of white flower, tropical fruit, tomato leaf and citrus. The bright linear palate offers yellow peach, candied lemon zest and dried herb alongside tangy acidity.",Broy,Blue Ventures Wine Marketing,Collavini 2014 Broy White (Collio),$35, Northeastern Italy,89,Collio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2014,Collavini
1470,13%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,8/1/2017,"Delicately scented, this offers subtle aromas of beeswax, yellow stone fruit, Spanish broom and a whiff of Mediterranean scrub. The vibrant elegant palate doles out yellow apple, nectarine and candied lemon drop alongside bright acidity. A savory saline note lingers on the finish.",Occhi di Ciumi,Vinotas Selections,Al-Cantàra 2015 Occhi di Ciumi  (Etna),$20, Sicily & Sardinia,89,Etna,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2015,Al-Cantàra
1471,13.2%,"California, California Other, California, US",750 ml,White, US,8/1/2017,"Don't be deterred by this wine's unusual, brassy and cloudy appearance; it has fantastic doughy, floral and apricot aromas and flavors and a welcome sense of richness and length. Bracing acidity kicks in on the midpalate, along with a hint of tannin and texture. Best after 2019, and decanting is recommended.",The Gadabout,,Donkey & Goat 2016 The Gadabout White (California),$20, California,89, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],White Blend,2016,Donkey & Goat
1472,13%,"Etna, Sicily & Sardinia, Italy",750 ml,White, Italy,8/1/2017,"Made with native grapes Carricante, Catarratto and Minnella, this has delicate enticing scents of yellow wild flower, citrus, orchard fruit and aromatic herb. The bright ethereal palate shows yellow peach and lemon drop alongside crisp acidity.",Femina,Opera Wine Imports,Patria 2016 Femina  (Etna),$28, Sicily & Sardinia,89,Etna,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2016,Patria
1473,14%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"From a four-acre mostly Sauvignon Blanc vineyard, Jean-Francois Meynard has produced a light, bright and fruity wine. Crisp and mineral driven, it comes with a touch of spice and almonds that adds interest and complexity to this already-complete wine. Drink now.",,Wine Traditions,Château Platon 2016  Bordeaux Blanc,$16, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Platon
1474,13.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This wine has a good balance between spice and ripe yellow and apple fruits. The taut, mineral texture will allow it to age well. Touches of toast support the rich fruits. Drink from late 2017.",Cuvée Passion,Ideal Wine and Spirits,Château Tour de Mirambeau 2016 Cuvée Passion  (Bordeaux Blanc),$29, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Tour de Mirambeau
1475,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Along with a slightly oxidative character, this perfumed wine has a ripe yellow fruit and spice edge. It is already delicious to drink.",,Multiple U.S. importers,Château Jean Faux 2016  Bordeaux Blanc,$30, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Jean Faux
1476,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Tight and crisply fruity, this wine comes from a property in the Vignobles Signé family since 1649. With a strong herbal character, it is refreshing and already delicious, bright and lively. Plenty of acidity keeps this wine packed with forward fruit. Drink now.",,Margaux & Company,Château Petit Moulin 2016  Bordeaux Blanc,$12, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Petit Moulin
1477,13.5%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,White, France,8/1/2017,"Unusually set in a Burgundy-shape bottle rather than the normal Bordeaux bottle, this low-sulfur wine comes from a biodynamic vineyard. It is ripe with yellow fruits and rich acidity. It has a rounded character, with an edge of minerality and light spice. This delicious wine is ready to drink.",Le Blanc Bonhomme,Astor Wines,Chateau Peybonhomme-les-Tours 2015 Le Blanc Bonhomme  (Blaye Côtes de Bordeaux),$22, Bordeaux,89,Blaye Côtes de Bordeaux,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2015,Chateau Peybonhomme-les-Tours
1478,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Richly fruity, this is a wine in progress. Its acidity and texture are still coming together to give a crisp wine with ripe fruit. Lemon and lime flavors will add a refreshing background. Drink from late 2017.",,Terlato Wines International,Château Timberlay 2016  Bordeaux Blanc,$17, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Timberlay
1479,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This wine is tight, crisp with citrus flavors and intense acidity. It is developing into a refreshing, broader wine that will have a riper character. Wait until late 2017.",,Misa Imports,Château de Marsan 2016  Bordeaux Blanc,$12, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château de Marsan
1480,12.5%,"Crémant de Loire, Loire Valley, France",750 ml,Sparkling, France,8/1/2017,"The Chenin Blanc in the blend gives this wine its nutty fruity character. It is an attractive ripe wine, spicy with a soft texture that is held up by its final acidity. Drink now.",Vigneau Brut,Kysela Père et Fils,Château Gaudrelle NV Vigneau Brut Chenin Blanc-Chardonnay (Crémant de Loire),$25, Loire Valley,88,Crémant de Loire,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Chenin Blanc-Chardonnay, White Blend",,Château Gaudrelle
1481,14%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"The 250-year history of the Moreau family is the story of wine: barrel-makers, winery suppliers, viticulturists, winemakers and négociants. The company is now directed by Frédéric Marque. Rich fruit and nutmeg flavors gives this wood-aged wine its ripe and fruity character. It offers zesty lemon and a delicious aftertaste of spiced apple and wood. Drink now.",Cuvée Maurice,C'est Vin LLC,Château Maison Noble 2016 Cuvée Maurice  (Bordeaux Blanc),$23, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Maison Noble
1482,11.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Light, bright and with lively acidity, this is already a juicy, delicious wine. It offers good fruitiness, with pink grapefruit flavors and a tangy, zesty aftertaste. Drink now.",,Michael Corso Selections,Château Merlet 2016  Bordeaux Blanc,$10, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Merlet
1483,14%,"Kartli, Georgia",750 ml,White, Georgia,8/1/2017,"Amber to the eye, this wine features an enticing bouquet of almond blossom and toffee. It is slightly chalky on the palate, with a sophisticated mélange of baked apple, peach, smoked meat and pencil-lead flavors. A touch of brightness marks the soft finish.",Dry Unfiltered Rkatsiteli Mtsvane,Blue Danube Wine Co,Gotsa Family Wines 2015 Dry Unfiltered Rkatsiteli Mtsvane White (Kartli),$25,Kartli,88,,Mike DeSimone,@worldwineguys,,Not rated yet [Add Your Review],White Blend,2015,Gotsa Family Wines
1484,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Touched by spice from wood aging, this is a balanced wine. Its toastiness supports the ripe peach and apricot fruits, lifted by acidity. It will be a good wine; drink from 2018.",Maison Blanche,"Hendry Premium Imports, Inc",Maison Bouey 2016 Maison Blanche  (Bordeaux Blanc),$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Maison Bouey
1485,14.2%,"California, California Other, California, US",750 ml,White, US,8/1/2017,"This big, brawny wine slathers its rich pear syrup and orange marmalade flavors with toasty oak and butter. All that oaky richness dominates the taste from the first whiff to the lingering finish, so pair with an equally bold dish.",,,Blindfold 2014 White (California),$32, California,88, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],White Blend,2014,Blindfold
1486,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This is a ripe, fruity wine. The herbal side of the blend is filled out with more tropical, apricot and mango flavors that give the wine a perfumed character. It is ripe and crisp, while rounded. Drink from late 2017.",Réserve Sauvignon-Sémillon,Cheval Quancard,Cheval Quancard 2016 Réserve Sauvignon-Sémillon  (Bordeaux Blanc),$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Cheval Quancard
1487,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This wine is ripe and full of the fruitiness of the vintage, the citrus and the gooseberry flavors spiced by the fresher acidity. It will mature further, so wait to drink until late 2017.",,Southern Glazer's Wine and Spirits,Clarendelle 2016  Bordeaux Blanc,$20, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Clarendelle
1488,13%,"Lugana, Lombardy, Italy",750 ml,White, Italy,8/1/2017,"Aromas of peach blossom and lemon come together on this bright white. On the succulent palate, a ginger note adds interest to nectarine zest and green apple, while a hint of almond marks the close.",Cento Filari,Opici Wines,Cesari 2016 Cento Filari  (Lugana),$27, Lombardy,88,Lugana,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2016,Cesari
1489,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"Lightly perfumed, this soft, ripe wine has attractive acidity that is balanced by ripe yellow- and white-stone fruits. The acidity at the end is just right. Drink now.",Passeport Bordeaux Blanc by Laurent Prada,Barton & Guestier USA,Barton & Guestier 2016 Passeport Bordeaux Blanc by Laurent Prada  (Bordeaux Blanc),$10, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Barton & Guestier
1490,13.5%,"Cheverny, Loire Valley, France",750 ml,White, France,8/1/2017,"From one of the leading producers in this small appellation in the central Loire Valley, the wine is lightly herbal, perfumed and with a fine balance between its crisp texture, citrus fruit and the riper touch of apricots. Drink now.",,USA Wine West,Benoît Daridan 2015 Sauvignon Blanc-Chardonnay (Cheverny),$18, Loire Valley,88,Cheverny,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Sauvignon Blanc-Chardonnay, White Blend",2015,Benoît Daridan
1491,11.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This is a crisp wine, full of acidity. It holds the potential of crisp green and citrus fruits that are developing. A nutty edge contrasts with the tense acidity. Drink from late 2017.",,Michael Corso Selections,Château Terres Douces 2016  Bordeaux Blanc,$10, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château Terres Douces
1492,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This wine is already ripe and rounded. It has good balance between the rich apple and pear fruits and acidity, along with an attractive mineral texture. Drink this fruity wine now.",,Lower Falls Wine Co,Château de la Rivière 2016  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château de la Rivière
1493,13.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,8/1/2017,"This wine is tight and closed at this stage, although it has great potential. The fruit is lively and crisp, just waiting to burst out with citrus and sliced apple fruitiness. Wait until late 2017.",,B&Bs French Wine Club,Château de Lussac 2016  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Château de Lussac
1494,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,8/1/2017,"This wine is a blend of Sémillon (55%) and Sauvignon Blanc from Cave B and Mercer Estate vineyards. Aromas are reticent at present, with notes of reduction, grass, herb and spice. The palate is flavorful, with citrus and tropical-fruit flavors. It delivers a lot of enjoyment.",Cuvée Meline,,Lauren Ashton Cellars 2016 Cuvée Meline White (Columbia Valley (WA)),$27, Washington,88, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2016,Lauren Ashton Cellars
